park,unit_code,park_type,region,state,year,month,recreation_visits,recreation_hours
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,5.0,54730,334569
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,6.0,74065,415777
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,7.0,57384,326573
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,8.0,55678,322823
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,9.0,35849,215419
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,10.0,38835,259497
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,11.0,30384,217799
Padre Island NS,PAIS,National Seashore,Intermountain ,TX,2024.0,12.0,26501,198511
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,1.0,12951,18622
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,2.0,22678,28325
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,3.0,11264,18511
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,4.0,11777,18504
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,5.0,14555,26179
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,6.0,11354,18349
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,7.0,11338,18317
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,8.0,12322,12965
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,9.0,10139,13793
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,10.0,17314,20961
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,11.0,14337,16370
Palo Alto Battlefield NHP,PAAL,National Historical Park,Intermountain ,TX,2024.0,12.0,28917,23437
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,1.0,9201,13801
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,2.0,7856,11769
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,3.0,11119,16678
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,4.0,13723,20284
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,5.0,15906,22887
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,6.0,31823,46910
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,7.0,25812,37818
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,8.0,17792,25348
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,9.0,25642,92338
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,10.0,26543,39144
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,11.0,17841,26237
Paterson Great Falls NHP,PAGR,National Historical Park,Northeast ,,2024.0,12.0,7483,11225
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,1.0,4697,9393
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,2.0,6307,12613
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,3.0,12445,24891
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,4.0,9080,18161
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,5.0,11961,23922
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,6.0,10379,20758
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,7.0,10141,20282
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,8.0,8135,16270
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,9.0,7670,15341
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,10.0,10171,20341
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,11.0,6918,13837
Pea Ridge NMP,PERI,National Military Park,Midwest ,AR,2024.0,12.0,4717,9435
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,1.0,116913,350739
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,2.0,127218,381654
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,3.0,143313,429939
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,4.0,136106,408318
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,5.0,125287,375861
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,6.0,149108,447324
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,7.0,163113,489339
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,8.0,135253,405759
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,9.0,122151,366453
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,10.0,132242,396726
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,11.0,101776,305328
Pearl Harbor NMEM,PERL,National Memorial,Pacific West ,HI,2024.0,12.0,136318,408954
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,1.0,1361,1739
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,2.0,1771,2261
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,3.0,4838,6179
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,4.0,4436,5666
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,5.0,5235,6683
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,6.0,5305,6775
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,7.0,5382,6874
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,8.0,3594,4590
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,9.0,4162,5316
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,10.0,5522,7052
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,11.0,2486,3175
Pecos NHP,PECO,National Historical Park,Intermountain ,NM,2024.0,12.0,2634,3364
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,1.0,9946,3282
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,2.0,10097,3332
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,3.0,16088,5309
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,4.0,14529,4795
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,5.0,15425,5090
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,6.0,8673,2862
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,7.0,7479,2468
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,8.0,11096,3662
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,9.0,9949,3283
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,10.0,20239,6679
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,11.0,10415,3437
Pennsylvania Avenue NHS,PAAV,National Historic Site,National Capital ,DC,2024.0,12.0,7904,2608
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,1.0,974,244
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,2.0,1170,292
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,3.0,1431,358
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,4.0,3927,2310
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,5.0,5991,7344
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,6.0,16002,19698
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,7.0,26067,32093
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,8.0,20075,24807
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,9.0,10175,12826
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,10.0,2697,1539
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,11.0,1532,383
Perry's Victory & Intl. Peace MEM,PEVI,National Memorial,Midwest ,OH,2024.0,12.0,1261,315
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,1.0,7110,6443
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,2.0,10404,10236
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,3.0,13409,13957
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,4.0,18481,19487
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,5.0,18265,19154
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,6.0,21220,22720
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,7.0,17517,17943
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,8.0,26164,27721
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,9.0,17327,17090
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,10.0,17093,17173
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,11.0,16023,16551
Petersburg NB,PETE,National Battlefield,Northeast ,VA,2024.0,12.0,8610,8700
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,1.0,21564,55494
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,2.0,23096,60142
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,3.0,57474,153401
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,4.0,51745,141606
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,5.0,59694,156438
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,6.0,76109,189492
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,7.0,49151,125213
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,8.0,43397,104039
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,9.0,54584,134647
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,10.0,58499,153942
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,11.0,33302,87275
Petrified Forest NP,PEFO,National Park,Intermountain ,AZ,2024.0,12.0,30639,81759
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,1.0,25004,50007
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,2.0,26078,52156
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,3.0,35208,70416
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,4.0,36741,73482
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,5.0,34940,69880
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,6.0,33154,66308
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,7.0,27665,55330
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,8.0,20680,41360
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,9.0,24428,48856
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,10.0,35890,71781
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,11.0,25870,51740
Petroglyph NM,PETR,National Monument,Intermountain ,NM,2024.0,12.0,28876,57752
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,1.0,9034,18068
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,2.0,13348,26696
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,3.0,10240,20479
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,4.0,16459,51869
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,5.0,69616,541738
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,6.0,124238,1085734
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,7.0,227471,1831260
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,8.0,206524,1702262
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,9.0,121322,923314
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,10.0,138876,953570
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,11.0,9873,30207
Pictured Rocks NL,PIRO,National Lakeshore,Midwest ,MI,2024.0,12.0,6051,12102
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,1.0,21517,116879
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,2.0,20006,112711
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,3.0,44547,237945
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,4.0,35849,276828
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,5.0,36859,288737
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,6.0,32430,188611
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,7.0,24309,138090
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,8.0,24940,202165
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,9.0,23964,192420
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,10.0,25615,150491
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,11.0,33745,183892
Pinnacles NP,PINN,National Park,Pacific West ,CA,2024.0,12.0,30295,151131
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,1.0,525,788
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,2.0,1074,1611
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,3.0,2067,3100
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,4.0,2802,4203
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,5.0,3288,4932
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,6.0,2900,4350
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,7.0,2438,3657
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,8.0,1828,2742
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,9.0,2920,4380
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,10.0,2643,3964
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,11.0,1226,1839
Pipe Spring NM,PISP,National Monument,Intermountain ,AZ,2024.0,12.0,819,1228
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,1.0,348,869
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,2.0,942,2356
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,3.0,2830,7075
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,4.0,3535,8838
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,5.0,13218,33044
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,6.0,14310,35775
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,7.0,15785,39462
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,8.0,12765,31912
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,9.0,9498,23744
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,10.0,7140,17850
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,11.0,1920,4800
Pipestone NM,PIPE,National Monument,Midwest ,MN,2024.0,12.0,742,1856
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,1.0,11432,11432
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,2.0,18870,18870
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,3.0,25989,51978
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,4.0,34106,68211
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,5.0,35310,70620
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,6.0,41730,83460
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,7.0,35058,70116
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,8.0,29733,59466
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,9.0,25528,51057
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,10.0,28430,56859
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,11.0,24296,48591
Piscataway Park,PISC,Park (Other),National Capital ,MD,2024.0,12.0,23778,23778
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,1.0,175265,755383
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,2.0,171551,765039
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,3.0,170613,770312
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,4.0,156269,751898
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,5.0,181884,898079
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,6.0,198096,1023263
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,7.0,244730,1184271
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,8.0,214672,1056330
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,9.0,250631,1220060
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,10.0,218897,1035024
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,11.0,209340,899712
Point Reyes NS,PORE,National Seashore,Pacific West ,CA,2024.0,12.0,179852,707390
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,1.0,112,224
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,2.0,40,80
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,3.0,106,212
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,4.0,0,0
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,5.0,27,54
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,6.0,0,0
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,7.0,529,1058
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,8.0,0,0
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,9.0,0,0
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,10.0,85,170
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,11.0,0,0
Port Chicago Naval Magazine NMEM,POCH,National Memorial,Pacific West ,CA,2024.0,12.0,31,62
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,1.0,137,137
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,2.0,251,251
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,3.0,676,676
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,4.0,864,864
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,5.0,484,484
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,6.0,668,668
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,7.0,708,708
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,8.0,446,446
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,9.0,392,392
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,10.0,612,612
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,11.0,545,545
President W.J. Clinton Birthplace Home NHS,WICL,National Historic Site,Southeast ,AR,2024.0,12.0,432,432
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,1.0,33379,46337
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,2.0,22645,23969
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,3.0,92550,133947
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,4.0,93805,136965
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,5.0,54371,55363
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,6.0,74417,91217
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,7.0,66853,73515
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,8.0,50693,53133
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,9.0,40344,43582
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,10.0,81230,115027
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,11.0,61293,89625
President's Park,PRPA,Park (Other),National Capital ,DC,2024.0,12.0,244056,449350
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,1.0,13618,64096
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,2.0,17459,81908
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,3.0,25082,160840
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,4.0,28205,224980
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,5.0,33911,412352
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,6.0,40105,486976
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,7.0,41768,508668
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,8.0,33764,322340
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,9.0,33748,408084
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,10.0,39393,512448
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,11.0,30983,308812
Prince William Forest Park,PRWI,Park (Other),National Capital ,VA,2024.0,12.0,17160,143484
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,1.0,853,426
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,2.0,1404,702
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,3.0,2045,1022
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,4.0,2742,1371
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,5.0,2725,1362
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,6.0,4291,2146
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,7.0,4133,2066
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,8.0,4235,2118
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,9.0,2637,1318
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,10.0,3842,1921
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,11.0,1884,942
Pullman NHP,PULL,National Historical Park,Midwest ,,2024.0,12.0,1170,585
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,1.0,38134,38134
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,2.0,46705,46705
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,3.0,40313,40313
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,4.0,41803,41803
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,5.0,35914,35914
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,6.0,34479,34479
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,7.0,38694,38694
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,8.0,32905,32905
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,9.0,34355,34355
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,10.0,36377,36377
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,11.0,36088,36088
Pu'uhonua o Honaunau NHP,PUHO,National Historical Park,Pacific West ,HI,2024.0,12.0,38501,38501
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,1.0,1955,977
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,2.0,3032,1516
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,3.0,2975,1487
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,4.0,1908,954
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,5.0,2177,1089
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,6.0,1919,960
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,7.0,1933,966
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,8.0,2338,1169
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,9.0,1541,771
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,10.0,4222,2111
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,11.0,1915,958
Pu'ukohola Heiau NHS,PUHE,National Historic Site,Pacific West ,HI,2024.0,12.0,1592,796
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,1.0,0,0
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,2.0,3,3
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,3.0,10,10
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,4.0,10,10
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,5.0,15,15
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,6.0,1773,1773
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,7.0,4917,4917
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,8.0,4742,4742
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,9.0,4308,4308
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,10.0,1399,1399
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,11.0,184,184
Rainbow Bridge NM,RABR,National Monument,Intermountain ,UT,2024.0,12.0,127,127
Reconstruction Era NHP,REER,National Historical Park,Southeast ,,2024.0,1.0,1261,435
Reconstruction Era NHP,REER,National Historical Park,Southeast ,,2024.0,2.0,1978,844
Reconstruction Era NHP,REER,National Historical Park,Southeast ,,2024.0,3.0,2840,912
Reconstruction Era NHP,REER,National Historical Park,Southeast ,,2024.0,4.0,3012,1006
Reconstruction Era NHP,REER,National Historical Park,Southeast ,,2024.0,5.0,2324,844
